,pr_id,github_pr_id,commenter_id,head_commit_author_id,head_commit_committer_id,base_commit_author_id,base_commit_committer_id,head_repo_id,base_repo_id,base_repo_owner,head_repo_owner,head_commit_id,base_commit_id,pullreq_id,comment_created_at,comment_position,comment_id,comment_body
35,12809109,11534,6682,6682,6682,1425879,478320,1110,8196280,13369,6682,401226290,401225887,11534,2016-03-07 21:58:07+00:00,144,55279952,"`level-deserialized` specifies that this block's in-memory values will be stored as Java objects. For a block at this storage level, there are three possibilities:    1. it's stored as java objects in memory  2. it's stored as bytes on disk  3. an error h"
36,12809109,11534,6682,6682,6682,1425879,478320,1110,8196280,13369,6682,401226290,401225887,11534,2016-03-10 00:46:01+00:00,188,55617424,"To be more specific, we don't put the bytes into memory here because a) the block is stored at a deserialized level, so per our contract it should _only_ be stored as values in memory and not bytes, and b) the caller of this method (`doGetLocalBytes()`) h"
37,12809109,11534,435801,6682,6682,1425879,478320,1110,8196280,13369,6682,401226290,401225887,11534,2016-03-10 00:52:30+00:00,537,55618498,"This is in `doPutBytes`. Similar to another comment I had above, there's no reason why we shouldn't attempt to drop it to disk here if it's left. Right now if `memoryStore.putIterator` doesn't fit in memory then we sometimes drop it to disk but sometimes "
38,12809109,11534,988573,6682,6682,1425879,478320,1110,8196280,13369,6682,401226290,401225887,11534,2016-03-07 22:00:54+00:00,318,55280347,Why two levels of options? What does it mean if the outer is set but the inner is not
39,12809109,11534,435801,6682,6682,1425879,478320,1110,8196280,13369,6682,401226290,401225887,11534,2016-03-09 23:41:34+00:00,127,55610821,do we need to release in finally?
40,12809109,11534,988573,6682,6682,1425879,478320,1110,8196280,13369,6682,401226290,401225887,11534,2016-03-09 05:13:51+00:00,83,55472870,Comment function and guarantees on _bytes on return.
41,12809109,11534,6682,6682,6682,1425879,478320,1110,8196280,13369,6682,401226290,401225887,11534,2016-03-10 01:08:42+00:00,188,55620146,Comment added.
42,12809109,11534,6682,6682,6682,1425879,478320,1110,8196280,13369,6682,401226290,401225887,11534,2016-03-10 00:50:51+00:00,723,55618229,I'll just move this code inside of the `try` block.
43,12809109,11534,988573,6682,6682,1425879,478320,1110,8196280,13369,6682,401226290,401225887,11534,2016-03-07 22:39:47+00:00,16,55285972,This not thread safe correct?
44,12809109,11534,435801,6682,6682,1425879,478320,1110,8196280,13369,6682,401226290,401225887,11534,2016-03-10 00:40:13+00:00,395,55616774,I would call this `failedIterator` or something to be more specific.
45,12809109,11534,435801,6682,6682,1425879,478320,1110,8196280,13369,6682,401226290,401225887,11534,2016-03-10 00:43:30+00:00,749,55617134,I would just return `iteratorFromFailedMemoryStorePut` here directly. Doing the `Some(opt.get)` is a strange pattern. If you want you can also add an `assert(blockWasSuccessfullyStored == iteratorFromFailedMemoryStorePut.isEmpty)`.
46,12809109,11534,435801,6682,6682,1425879,478320,1110,8196280,13369,6682,401226290,401225887,11534,2016-03-10 01:02:42+00:00,188,55619576,"yeah, that's what I meant"
47,12809109,11534,988573,6682,6682,1425879,478320,1110,8196280,13369,6682,401226290,401225887,11534,2016-03-07 21:49:08+00:00,94,55278386,This seems like confusing putIterator semantics...
48,12809109,11534,6682,6682,6682,1425879,478320,1110,8196280,13369,6682,401226290,401225887,11534,2016-03-08 19:16:56+00:00,345,55411268,I think this was a carryover from the very old code where we synchronized on the BlockInfo objects themselves instead of using our new lock interface. I'll remove this to clean things up.
49,12809109,11534,6682,6682,6682,1425879,478320,1110,8196280,13369,6682,401226290,401225887,11534,2016-03-10 00:58:39+00:00,537,55619226,If `isRight` here returns `false` then in the `if (!putSucceeded && level.useDisk) {` branch four lines down we'll try to put the original bytes to disk.
50,12809109,11534,988573,6682,6682,1425879,478320,1110,8196280,13369,6682,401226290,401225887,11534,2016-03-09 05:27:38+00:00,582,55473498,"Can you comment on any properties of the returned iterator in this case?    Just so I understand, if this returns None, we've walked the input iterator to the end. If it returns an iterator, it has been advanced arbitrarily far along?"
51,12809109,11534,6682,6682,6682,1425879,478320,1110,8196280,13369,6682,401226290,401225887,11534,2016-03-09 23:55:21+00:00,155,55612253,I considered this but thought that doing so would be more confusing to readers.
52,12809109,11534,6682,6682,6682,1425879,478320,1110,8196280,13369,6682,401226290,401225887,11534,2016-03-10 19:52:16+00:00,110,55739221,"Yeah, I'm working on this now."
53,12809109,11534,6682,6682,6682,1425879,478320,1110,8196280,13369,6682,401226290,401225887,11534,2016-03-08 19:22:41+00:00,36,55412172,"Good catch. In the old code, there were multiple places that called into the MemoryStore, some in the BlockManager and others in the CahceManager, so I think we needed these locks to ensure thread-safety. Now, though, I think that all accesses should be c"
54,12809109,11534,6682,6682,6682,1425879,478320,1110,8196280,13369,6682,401226290,401225887,11534,2016-03-10 00:43:46+00:00,149,55617159,That's correct.
55,12809109,11534,6682,6682,6682,1425879,478320,1110,8196280,13369,6682,401226290,401225887,11534,2016-03-10 01:11:44+00:00,155,55620372,Done.
56,12809109,11534,435801,6682,6682,1425879,478320,1110,8196280,13369,6682,401226290,401225887,11534,2016-03-10 19:31:16+00:00,110,55735901,"@JoshRosen by the way this comment still needs to be addressed, but I think everything else is covered."
57,12809109,11534,6682,6682,6682,1425879,478320,1110,8196280,13369,6682,401226290,401225887,11534,2016-03-10 20:10:54+00:00,110,55741963,I agree. I've updated this to put the bytes into memory.
58,12809109,11534,435801,6682,6682,1425879,478320,1110,8196280,13369,6682,401226290,401225887,11534,2016-03-10 00:46:01+00:00,656,55617427,This is the only hesitation about this patch that I have. There's now a non-trivial amount of code that's duplicated in `doPutIterator` and `doPutBytes`. Is there any way to abstract it? Otherwise I'm not sure if we have a net reduction in complexity here
59,12809109,11534,6682,6682,6682,1425879,478320,1110,8196280,13369,6682,401226290,401225887,11534,2016-03-10 00:59:35+00:00,203,55619301,"Sure, I can move it back. This method is going away anyways in my next patch, though."
60,12809109,11534,435801,6682,6682,1425879,478320,1110,8196280,13369,6682,401226290,401225887,11534,2016-03-10 00:40:33+00:00,393,55616812,nit: just put these in 1 line. It fits.
61,12809109,11534,435801,6682,6682,1425879,478320,1110,8196280,13369,6682,401226290,401225887,11534,2016-03-10 00:30:16+00:00,155,55615659,"I think it's pretty clear, but we don't have to do it"
62,12809109,11534,988573,6682,6682,1425879,478320,1110,8196280,13369,6682,401226290,401225887,11534,2016-03-07 22:39:27+00:00,172,55285926,is this return code useful?
63,12809109,11534,435801,6682,6682,1425879,478320,1110,8196280,13369,6682,401226290,401225887,11534,2016-03-10 00:31:25+00:00,288,55615777,can you rename this `getRemoteValues` to be consistent? Now we have  ```  getLocalValues  getLocalBytes  getRemote  getRemoteBytes  ```  so this one stands out
64,12809109,11534,435801,6682,6682,1425879,478320,1110,8196280,13369,6682,401226290,401225887,11534,2016-03-09 23:51:38+00:00,155,55611895,"don't know if we care about the debug message, but a nicer way to write this is:  ```  blockInfoManager.lockForReading(blockId).map { info => doGetLocalBytes(blockId, info) }  ```"
65,12809109,11534,6682,6682,6682,1425879,478320,1110,8196280,13369,6682,401226290,401225887,11534,2016-03-07 22:03:33+00:00,318,55280741,This was discussed extensively on https://github.com/apache/spark/pull/11502 and will be fixed once I merge that PR.
66,12809109,11534,6682,6682,6682,1425879,478320,1110,8196280,13369,6682,401226290,401225887,11534,2016-03-10 00:53:24+00:00,749,55618661,Done.
67,12809109,11534,435801,6682,6682,1425879,478320,1110,8196280,13369,6682,401226290,401225887,11534,2016-03-10 00:05:38+00:00,127,55613252,can you add a comment in the javadoc on when the lock will be released?
68,12809109,11534,6682,6682,6682,1425879,478320,1110,8196280,13369,6682,401226290,401225887,11534,2016-03-08 19:20:18+00:00,16,55411807,"Yes, that's right. Thread-safety is ensured by locking at higher levels of the system."
69,12809109,11534,988573,6682,6682,1425879,478320,1110,8196280,13369,6682,401226290,401225887,11534,2016-03-09 05:25:13+00:00,632,55473363,Does this mean this block is now split between the memStore and the diskStore?
70,12809109,11534,6682,6682,6682,1425879,478320,1110,8196280,13369,6682,401226290,401225887,11534,2016-03-09 23:43:06+00:00,127,55610963,Nope; we want the caller to hold a read lock if this method returns successfully.
71,12809109,11534,6682,6682,6682,1425879,478320,1110,8196280,13369,6682,401226290,401225887,11534,2016-03-08 19:19:44+00:00,172,55411711,"Removals from the stores are idempotent, so the return value lets the caller check whether the removal actually deleted a block (see usage in `BlockManager.removeBlock()`)."
72,12809109,11534,435801,6682,6682,1425879,478320,1110,8196280,13369,6682,401226290,401225887,11534,2016-03-10 19:25:53+00:00,500,55735070,I don't think we ever use this anywhere. It's simpler to just return `blockWasSuccessfullyStored` here so this method can just return the result of `doPut` directly instead of `doPut(...) { ... }.isEmpty`
73,12809109,11534,6682,6682,6682,1425879,478320,1110,8196280,13369,6682,401226290,401225887,11534,2016-03-08 19:30:57+00:00,36,55413618,"Actually, nevermind: we _do_ need this synchronization to guarantee the memory safety / consistency of the bookkeeping structures themselves. This synchronization is distinct from the per-block locking that's done higher up the stack."
74,12809109,11534,435801,6682,6682,1425879,478320,1110,8196280,13369,6682,401226290,401225887,11534,2016-03-10 00:53:29+00:00,14,55618676,nice!
75,12809109,11534,435801,6682,6682,1425879,478320,1110,8196280,13369,6682,401226290,401225887,11534,2016-03-10 00:58:26+00:00,97,55619205,great! I hated this flag.
76,12809109,11534,988573,6682,6682,1425879,478320,1110,8196280,13369,6682,401226290,401225887,11534,2016-03-07 22:02:58+00:00,345,55280667,What is this synchronized protecting? You have an exclusive write lock now no?
77,12809109,11534,6682,6682,6682,1425879,478320,1110,8196280,13369,6682,401226290,401225887,11534,2016-03-09 06:16:14+00:00,582,55476161,"Yep, that's right. The returned iterator, if present, contains the same elements as the original iterator.    This is going to become a little clearer after yet another followup patch to refactor the equivalent memorystore code."
78,12809109,11534,6682,6682,6682,1425879,478320,1110,8196280,13369,6682,401226290,401225887,11534,2016-03-10 01:02:42+00:00,393,55619575,Done.
79,12809109,11534,6682,6682,6682,1425879,478320,1110,8196280,13369,6682,401226290,401225887,11534,2016-03-09 06:16:52+00:00,632,55476210,"Nope, the entire block is now on disk because `iter` contains all of the elements of the original input `iterator()`."
80,12809109,11534,435801,6682,6682,1425879,478320,1110,8196280,13369,6682,401226290,401225887,11534,2016-03-10 00:24:30+00:00,188,55615052,I would add a comment here saying don't bother putting it back in memory here because we'd have to deserialize the data and that might be slow.
81,12809109,11534,435801,6682,6682,1425879,478320,1110,8196280,13369,6682,401226290,401225887,11534,2016-03-10 19:27:20+00:00,624,55735303,no need to be a var  ```  val result = try {    val res = putBody(putBlockInfo)    blockWasSuccessfullyStored = res.isEmpty    res  } finally {    ...  }  ...  result  ```
82,12809109,11534,435801,6682,6682,1425879,478320,1110,8196280,13369,6682,401226290,401225887,11534,2016-03-10 00:38:21+00:00,723,55616553,if `keepReadLock` is false we don't actually hold the read lock here! That's not what `doGetLocalBytes` assumes.
83,12809109,11534,435801,6682,6682,1425879,478320,1110,8196280,13369,6682,401226290,401225887,11534,2016-03-10 00:35:41+00:00,149,55616267,"need to clarify in javadocs the locking semantics of `getLocalValues` and `getLocalBytes`. In particular, both of these methods acquire the read lock. In the iterator case we release the lock when the iterator is drained. In the bytes case the caller is r"
84,12809109,11534,6682,6682,6682,1425879,478320,1110,8196280,13369,6682,401226290,401225887,11534,2016-03-07 21:51:56+00:00,94,55278923,How would you simplify it? We have to return an iterator on failure because of the one-shot iterator semantics.    Do you think that we should just throw away the partially-unrolled iterator returned from `putIterator()` and perform another disk scan inst
85,12809109,11534,988573,6682,6682,1425879,478320,1110,8196280,13369,6682,401226290,401225887,11534,2016-03-09 04:45:10+00:00,36,55471546,Hmm okay. DiskStore also needs to be thread safe right? It just happens it doesn't maintain any state right now that's interesting. I think it's worth commenting so people modifying this know what the expected properties are.
86,12809109,11534,988573,6682,6682,1425879,478320,1110,8196280,13369,6682,401226290,401225887,11534,2016-03-07 21:50:15+00:00,141,55278560,Comment that this is called with the read lock taken.
87,12809109,11534,435801,6682,6682,1425879,478320,1110,8196280,13369,6682,401226290,401225887,11534,2016-03-10 01:00:38+00:00,537,55619390,"ah ok, never mind"
88,12809109,11534,6682,6682,6682,1425879,478320,1110,8196280,13369,6682,401226290,401225887,11534,2016-03-10 19:14:58+00:00,141,55733263,Done.
89,12809109,11534,6682,6682,6682,1425879,478320,1110,8196280,13369,6682,401226290,401225887,11534,2016-03-10 00:49:51+00:00,656,55618054,"I've tried factoring it out into a common method but that method has a weird name and signature and the size of the comment needed to describe it meant that we didn't end up saving much space. Basically, I'd like to defer that cleanup to later since it se"
90,12809109,11534,435801,6682,6682,1425879,478320,1110,8196280,13369,6682,401226290,401225887,11534,2016-03-10 00:23:03+00:00,110,55614897,There's not really any reason why we should put it back in memory only for the deserialized case. If I have `MEM_AND_DISK_SER` then this won't even try to the bytes in memory.
91,12809109,11534,6682,6682,6682,1425879,478320,1110,8196280,13369,6682,401226290,401225887,11534,2016-03-10 01:02:58+00:00,395,55619604,"I just removed the variable, since the entire line and the `isEmpty` fit together."
92,12809109,11534,6682,6682,6682,1425879,478320,1110,8196280,13369,6682,401226290,401225887,11534,2016-03-10 00:47:24+00:00,288,55617710,Done.
93,12809109,11534,988573,6682,6682,1425879,478320,1110,8196280,13369,6682,401226290,401225887,11534,2016-03-07 21:54:20+00:00,144,55279346,Is this backwards? If the level is deserialized we serialize it? comment.
94,12809109,11534,988573,6682,6682,1425879,478320,1110,8196280,13369,6682,401226290,401225887,11534,2016-03-07 22:43:58+00:00,36,55286562,Comment on thread safety. Why do you need locks for entries?
95,12809109,11534,435801,6682,6682,1425879,478320,1110,8196280,13369,6682,401226290,401225887,11534,2016-03-10 00:58:03+00:00,203,55619176,IIUC this is only called in 1 place. Why bother abstracting it? It's just kind of weird to see that it's releasing pending unroll memory outside the context of putting a block. I actually think this fits better where it used to be.
96,12808934,11533,6682,6682,6682,1425879,478320,1110,8196280,13369,6682,401314276,401225887,11533,2016-03-07 20:01:34+00:00,5,55262607,I neglected to do this earlier because this entire block of code is being completely rewritten in another one of my PRs.
97,12808934,11533,988573,6682,6682,1425879,478320,1110,8196280,13369,6682,401314276,401225887,11533,2016-03-07 19:59:35+00:00,5,55262323,Is the below comment stale now?
98,12808934,11533,6682,6682,6682,1425879,478320,1110,8196280,13369,6682,401314276,401225887,11533,2016-03-07 20:01:05+00:00,5,55262527,"Yeah, I'll fix it."
99,16617281,14854,637874,6682,6682,1477465,6102074,1110,8196280,13369,6682,501797809,501753080,14854,2016-09-01 06:18:46+00:00,107,77119021,(the comment)
100,16617281,14854,637874,6682,6682,1477465,6102074,1110,8196280,13369,6682,501797809,501753080,14854,2016-08-30 17:35:37+00:00,37,76842149,Btw there's also nextClearBit().
101,16617281,14854,6682,6682,6682,1477465,6102074,1110,8196280,13369,6682,501797809,501753080,14854,2016-09-01 06:15:45+00:00,107,77118807,"In a nutshell, the issue here is that `submitJob` (and `AsyncRDDActions`, more generally) don't have task completion callbacks to remove the progress bar; if we don't have this here then the console progress bar won't be hidden / removed once the job comp"
102,16617281,14854,6682,6682,6682,1477465,6102074,1110,8196280,13369,6682,501797809,501753080,14854,2016-09-01 06:16:33+00:00,4,77118857,"Ah, good idea. Let me update this tomorrow. "
103,16617281,14854,637874,6682,6682,1477465,6102074,1110,8196280,13369,6682,501797809,501753080,14854,2016-08-30 17:35:13+00:00,62,76842063,It might be clearer to just increment frontier until you get to the next missing result.    ```  if (partitionId == frontier) {    while (!gotEnoughRows && partitionStatuses.get(frontier)) {      frontier += 1  ```    also s/partitionStatuses/completedPar
104,16617281,14854,637874,6682,6682,1477465,6102074,1110,8196280,13369,6682,501797809,501753080,14854,2016-09-01 06:05:52+00:00,107,77118164,Comment on why we need the progress bar?
105,16617281,14854,637874,6682,6682,1477465,6102074,1110,8196280,13369,6682,501797809,501753080,14854,2016-09-01 06:18:36+00:00,107,77119011,Would be good to include this in the code.
106,16617281,14854,6682,6682,6682,1477465,6102074,1110,8196280,13369,6682,501797809,501753080,14854,2016-08-30 19:27:38+00:00,62,76862863,"Yep, that's simpler. Updated."
107,16617281,14854,6682,6682,6682,1477465,6102074,1110,8196280,13369,6682,501797809,501753080,14854,2016-08-29 20:14:46+00:00,75,76678387,"Actually, we might be able to cancel the future from here and thereby simplify the waiting code in the driver thread..."
108,16617281,14854,637874,6682,6682,1477465,6102074,1110,8196280,13369,6682,501797809,501753080,14854,2016-08-30 17:33:40+00:00,75,76841791,Makes sense. Then you could just call `jobFuture.result` in that loop.
109,16617281,14854,6682,6682,6682,1477465,6102074,1110,8196280,13369,6682,501797809,501753080,14854,2016-08-28 19:26:56+00:00,4,76537638,This comment was outdated now that we have removed driver-local execution.
110,16617281,14854,637874,6682,6682,1477465,6102074,1110,8196280,13369,6682,501797809,501753080,14854,2016-09-01 06:12:16+00:00,4,77118597,"Maybe adaptiveTake, like the confs right above?"
111,16617281,14854,6682,6682,6682,1477465,6102074,1110,8196280,13369,6682,501797809,501753080,14854,2016-08-28 19:26:37+00:00,4,76537634,"This is the first name that came to mind for this feature-flag, but I'm sure there's a clearer alternative. Please suggest."
112,16649997,14871,400402,6682,6682,15756,15756,1110,8196280,13369,6682,502548900,502436874,14871,2016-08-30 00:31:07+00:00,20,76713033,"I know it's super verbose, but to minimize how confusing this code is, what about calling this launchedTaskAtCurrentMaxLocality, and renaming maxLocality below to currentMaxLocality?"
113,16649997,14871,6682,6682,6682,15756,15756,1110,8196280,13369,6682,502548900,502436874,14871,2016-08-30 00:46:31+00:00,20,76714430,Good idea; updated.
114,16710423,14907,6102074,6682,6682,15756,15756,1110,8196280,13369,6682,503394649,503364189,14907,2016-09-02 16:50:46+00:00,322,77377425,You can use the `U >: Null` bound right?
115,16710423,14907,6682,6682,6682,15756,15756,1110,8196280,13369,6682,503394649,503364189,14907,2016-09-02 02:03:09+00:00,322,77283758,"Actually, I don't think that we can do this because I don't think that there's a way to set an upper type bound to say that `U` must be a nullable object, so you have to do a dangerous `null.asInstanceOf` cast. And since we're not working with primitives "
116,16710423,14907,6682,6682,6682,15756,15756,1110,8196280,13369,6682,503394649,503364189,14907,2016-09-01 01:00:43+00:00,320,77099804,"Here, `close()` tears down the result set, statement, and connection. While in principle closing the connection should be sufficient to close the statement (which should be sufficient to close the result set), not all JDBC drivers adhere to this contract "
